Campaign_ID,Company,Campaign_Type,Target_Audience,Gender,Age,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
546,TechCorp,Email,Men 18-24,Men,18-24,15 days,YouTube,0.13,14184,2.02,New York,Mandarin,761,3562,4,Health & Wellness,30/06/21
547,NexGen Systems,Influencer,Men 18-24,Men,18-24,60 days,Google Ads,0.07,10088,5.79,New York,Mandarin,921,9943,10,Fashionistas,07/01/21
548,NexGen Systems,Search,All Ages,All,All Ages,15 days,Instagram,0.14,6341,7.89,New York,French,457,2621,3,Foodies,07/02/21
549,TechCorp,Influencer,Women 35-44,Women,35-44,30 days,Email,0.11,16691,6.12,Miami,English,430,5430,7,Tech Enthusiasts,07/03/21
550,NexGen Systems,Email,Women 35-44,Women,35-44,15 days,Website,0.05,5279,7.26,Los Angeles,English,973,1947,2,Outdoor Adventurers,07/04/21
551,NexGen Systems,Email,Women 25-34,Women,25-34,30 days,Website,0.14,13778,3.57,Houston,Mandarin,129,2538,4,Tech Enthusiasts,07/05/21
552,Alpha Innovations,Influencer,Men 25-34,Men,25-34,60 days,Email,0.1,16094,5.65,Chicago,Spanish,698,2868,3,Fashionistas,07/06/21
553,Innovate Industries,Email,Women 25-34,Women,25-34,30 days,Email,0.04,16512,2.81,Chicago,English,588,4161,10,Fashionistas,07/07/21
554,Alpha Innovations,Email,Men 18-24,Men,18-24,30 days,Google Ads,0.05,7247,7.85,Chicago,German,141,6235,4,Fashionistas,07/08/21
555,NexGen Systems,Influencer,All Ages,All,All Ages,15 days,Email,0.02,5244,5.29,Chicago,German,416,3785,9,Tech Enthusiasts,07/09/21
556,Innovate Industries,Email,Women 35-44,Women,35-44,30 days,Facebook,0.15,14082,7.44,Miami,Spanish,655,9066,2,Outdoor Adventurers,07/10/21
557,TechCorp,Social Media,Men 18-24,Men,18-24,60 days,Email,0.11,17786,5.89,Los Angeles,English,557,9866,5,Foodies,07/11/21
558,Innovate Industries,Influencer,Men 18-24,Men,18-24,15 days,Facebook,0.08,19714,3.57,Miami,Spanish,411,2211,3,Foodies,07/12/21
559,Innovate Industries,Display,Men 25-34,Men,25-34,60 days,Instagram,0.03,6582,3.1,Chicago,German,750,5588,7,Health & Wellness,13/07/21
560,Innovate Industries,Email,All Ages,All,All Ages,60 days,Google Ads,0.1,16574,4.82,Miami,English,260,2996,10,Fashionistas,14/07/21
561,TechCorp,Email,All Ages,All,All Ages,60 days,Email,0.1,18996,3.12,Los Angeles,Spanish,890,8676,4,Health & Wellness,15/07/21
562,Alpha Innovations,Influencer,Women 25-34,Women,25-34,30 days,Instagram,0.12,13107,4.87,Miami,German,340,6394,2,Tech Enthusiasts,16/07/21
563,Alpha Innovations,Influencer,Men 25-34,Men,25-34,15 days,Website,0.09,5801,7.42,New York,French,714,2288,2,Health & Wellness,17/07/21
564,TechCorp,Influencer,Men 18-24,Men,18-24,15 days,Google Ads,0.09,8660,6.38,Los Angeles,Spanish,172,9548,2,Outdoor Adventurers,18/07/21
565,Innovate Industries,Display,Women 35-44,Women,35-44,30 days,Website,0.13,9283,2.18,Houston,Spanish,363,6711,1,Health & Wellness,19/07/21
566,Alpha Innovations,Influencer,All Ages,All,All Ages,60 days,Instagram,0.1,12002,6.53,Houston,German,876,6554,7,Health & Wellness,20/07/21
567,NexGen Systems,Display,All Ages,All,All Ages,15 days,Website,0.08,12929,4.64,Los Angeles,Spanish,605,4566,7,Tech Enthusiasts,21/07/21
568,TechCorp,Search,Men 25-34,Men,25-34,45 days,Google Ads,0.12,16013,4.75,Chicago,German,727,1353,9,Outdoor Adventurers,22/07/21
569,Alpha Innovations,Search,All Ages,All,All Ages,15 days,Google Ads,0.08,6640,4.53,Miami,English,508,2900,6,Outdoor Adventurers,23/07/21
570,DataTech Solutions,Email,Men 25-34,Men,25-34,60 days,Instagram,0.05,12075,2.84,Houston,Mandarin,261,8859,3,Outdoor Adventurers,24/07/21
571,Alpha Innovations,Email,All Ages,All,All Ages,60 days,Google Ads,0.12,5236,6.38,Miami,Spanish,444,4623,10,Foodies,25/07/21
572,NexGen Systems,Social Media,All Ages,All,All Ages,45 days,Google Ads,0.13,18195,6.35,Chicago,English,629,2473,10,Health & Wellness,26/07/21
573,DataTech Solutions,Social Media,Women 35-44,Women,35-44,60 days,YouTube,0.06,12557,6.76,Houston,English,348,5800,6,Health & Wellness,27/07/21
574,TechCorp,Social Media,Women 35-44,Women,35-44,30 days,Email,0.04,12024,7.03,Miami,English,971,7660,3,Health & Wellness,28/07/21
575,NexGen Systems,Influencer,Men 25-34,Men,25-34,15 days,Facebook,0.08,13831,5.76,Los Angeles,French,133,2508,6,Fashionistas,29/07/21
576,NexGen Systems,Display,All Ages,All,All Ages,15 days,Instagram,0.04,14207,2.87,Houston,English,952,7391,10,Outdoor Adventurers,30/07/21
577,Innovate Industries,Email,Men 18-24,Men,18-24,45 days,Instagram,0.14,10698,5.45,Houston,Spanish,593,8788,8,Tech Enthusiasts,31/07/21
578,NexGen Systems,Display,All Ages,All,All Ages,60 days,Google Ads,0.02,7321,2.21,Chicago,English,897,5065,9,Health & Wellness,08/01/21
579,TechCorp,Email,Women 25-34,Women,25-34,30 days,Email,0.12,5070,3.7,New York,German,934,3769,4,Tech Enthusiasts,08/02/21
580,Innovate Industries,Email,Men 25-34,Men,25-34,45 days,Website,0.09,8417,7.54,Miami,English,594,8142,3,Health & Wellness,08/03/21
581,DataTech Solutions,Social Media,Men 18-24,Men,18-24,15 days,Email,0.09,12149,7.66,Chicago,Mandarin,155,1790,2,Outdoor Adventurers,08/04/21
582,Alpha Innovations,Influencer,Men 25-34,Men,25-34,60 days,Instagram,0.05,18733,2.55,Los Angeles,French,213,4768,3,Outdoor Adventurers,08/05/21
583,TechCorp,Influencer,Men 25-34,Men,25-34,45 days,Google Ads,0.13,13282,5.03,Los Angeles,English,433,6849,9,Health & Wellness,08/06/21
584,TechCorp,Search,Women 25-34,Women,25-34,15 days,Website,0.07,5027,6.02,Los Angeles,Mandarin,956,3644,9,Tech Enthusiasts,08/07/21
585,DataTech Solutions,Social Media,Men 18-24,Men,18-24,15 days,Facebook,0.14,14540,5.97,Chicago,Spanish,454,4981,6,Tech Enthusiasts,08/08/21
586,DataTech Solutions,Search,All Ages,All,All Ages,15 days,Email,0.08,10905,3.97,Los Angeles,English,392,8196,1,Health & Wellness,08/09/21
587,DataTech Solutions,Display,Women 25-34,Women,25-34,60 days,Website,0.06,16970,7.05,Houston,English,305,6899,3,Health & Wellness,08/10/21
588,DataTech Solutions,Email,Men 25-34,Men,25-34,60 days,Google Ads,0.05,14910,5.27,Chicago,Spanish,187,8782,2,Outdoor Adventurers,08/11/21
589,TechCorp,Email,All Ages,All,All Ages,45 days,YouTube,0.09,12528,6.38,Houston,Mandarin,607,6861,7,Foodies,08/12/21
590,NexGen Systems,Email,Men 25-34,Men,25-34,15 days,YouTube,0.04,18796,6.2,New York,German,530,3022,5,Fashionistas,13/08/21
591,DataTech Solutions,Social Media,All Ages,All,All Ages,60 days,Email,0.09,14635,2.71,Miami,French,177,2151,10,Foodies,14/08/21
592,DataTech Solutions,Display,Men 25-34,Men,25-34,60 days,YouTube,0.02,8562,7.83,Houston,German,117,9814,3,Tech Enthusiasts,15/08/21
593,TechCorp,Social Media,Men 25-34,Men,25-34,60 days,Instagram,0.08,18690,5.47,Miami,Mandarin,598,5556,8,Outdoor Adventurers,16/08/21
594,Innovate Industries,Email,Women 35-44,Women,35-44,30 days,Website,0.12,11229,7,Los Angeles,French,145,1535,8,Fashionistas,17/08/21
595,Alpha Innovations,Influencer,All Ages,All,All Ages,45 days,YouTube,0.03,8633,4.47,Los Angeles,French,819,5487,8,Fashionistas,18/08/21
596,DataTech Solutions,Display,Women 35-44,Women,35-44,30 days,Instagram,0.02,11529,2.43,Los Angeles,Mandarin,881,2105,4,Outdoor Adventurers,19/08/21
597,Alpha Innovations,Influencer,All Ages,All,All Ages,30 days,Website,0.02,13763,3.87,New York,English,626,5983,3,Outdoor Adventurers,20/08/21
598,TechCorp,Social Media,All Ages,All,All Ages,30 days,Google Ads,0.08,13348,5.08,Miami,French,303,5330,7,Tech Enthusiasts,21/08/21
599,TechCorp,Influencer,Men 18-24,Men,18-24,45 days,Email,0.1,17808,5.38,Chicago,Mandarin,667,8500,6,Tech Enthusiasts,22/08/21
600,DataTech Solutions,Influencer,Men 18-24,Men,18-24,30 days,YouTube,0.12,5680,6.01,Chicago,English,209,8713,7,Fashionistas,23/08/21
601,Innovate Industries,Social Media,Women 25-34,Women,25-34,45 days,Email,0.04,9893,6.7,Los Angeles,French,425,3307,5,Tech Enthusiasts,24/08/21
602,TechCorp,Social Media,Men 25-34,Men,25-34,30 days,Google Ads,0.02,18741,2.01,Miami,German,438,6714,7,Tech Enthusiasts,25/08/21
603,TechCorp,Social Media,Men 18-24,Men,18-24,45 days,Facebook,0.09,13305,2.94,Houston,English,722,6088,9,Outdoor Adventurers,26/08/21
604,NexGen Systems,Social Media,Men 25-34,Men,25-34,45 days,Facebook,0.04,16791,6.45,New York,French,803,9693,5,Foodies,27/08/21
605,TechCorp,Search,Men 18-24,Men,18-24,15 days,Google Ads,0.01,7349,7.84,Los Angeles,English,434,1064,2,Health & Wellness,28/08/21
606,DataTech Solutions,Email,All Ages,All,All Ages,30 days,Website,0.02,15672,3.2,New York,German,609,1193,7,Fashionistas,29/08/21
607,NexGen Systems,Search,All Ages,All,All Ages,60 days,Instagram,0.02,15366,6.98,Miami,English,866,5856,9,Health & Wellness,30/08/21
608,TechCorp,Search,Men 25-34,Men,25-34,30 days,Website,0.06,8497,6.7,Chicago,French,574,1948,10,Fashionistas,31/08/21
609,TechCorp,Social Media,Women 35-44,Women,35-44,15 days,Email,0.07,10770,5.86,Miami,Mandarin,954,6924,4,Tech Enthusiasts,09/01/21
610,DataTech Solutions,Display,All Ages,All,All Ages,15 days,Facebook,0.06,5325,5.01,Chicago,French,960,2859,8,Health & Wellness,09/02/21
611,Alpha Innovations,Email,Women 25-34,Women,25-34,45 days,Google Ads,0.04,8772,6.85,Los Angeles,Spanish,584,7334,2,Health & Wellness,09/03/21
612,Alpha Innovations,Email,Men 18-24,Men,18-24,15 days,Website,0.11,10653,3.95,Miami,Spanish,670,2367,2,Fashionistas,09/04/21
613,TechCorp,Social Media,All Ages,All,All Ages,45 days,YouTube,0.02,9676,7.52,New York,German,575,9944,2,Outdoor Adventurers,09/05/21
614,Alpha Innovations,Display,Men 18-24,Men,18-24,45 days,Instagram,0.13,11347,3.1,Houston,Spanish,430,7632,2,Tech Enthusiasts,09/06/21
615,DataTech Solutions,Influencer,Men 18-24,Men,18-24,15 days,Instagram,0.02,9661,6.68,New York,German,690,4424,3,Tech Enthusiasts,09/07/21
616,TechCorp,Influencer,Men 25-34,Men,25-34,15 days,Facebook,0.05,17881,6.01,Los Angeles,English,289,7005,8,Foodies,09/08/21
617,NexGen Systems,Search,Women 25-34,Women,25-34,30 days,YouTube,0.06,17440,6.66,Miami,English,140,7641,8,Foodies,09/09/21
618,TechCorp,Display,Men 18-24,Men,18-24,30 days,Website,0.08,7053,7.12,Chicago,French,492,1731,8,Tech Enthusiasts,09/10/21
619,TechCorp,Influencer,All Ages,All,All Ages,45 days,Google Ads,0.14,7803,6.58,New York,English,533,5832,2,Foodies,09/11/21
620,Alpha Innovations,Social Media,Women 35-44,Women,35-44,45 days,Instagram,0.11,6994,3.89,Miami,Spanish,816,8407,8,Tech Enthusiasts,09/12/21
621,NexGen Systems,Influencer,Women 25-34,Women,25-34,45 days,Instagram,0.14,18943,7.01,Los Angeles,German,607,6262,9,Tech Enthusiasts,13/09/21
622,TechCorp,Email,Women 35-44,Women,35-44,15 days,Website,0.11,7562,4.04,Miami,English,670,8428,8,Tech Enthusiasts,14/09/21
623,Alpha Innovations,Email,All Ages,All,All Ages,15 days,Email,0.09,7740,7.54,Chicago,Spanish,899,5144,6,Tech Enthusiasts,15/09/21
624,Alpha Innovations,Social Media,All Ages,All,All Ages,15 days,Facebook,0.11,11783,3.07,Miami,Spanish,836,4782,7,Foodies,16/09/21
625,DataTech Solutions,Social Media,All Ages,All,All Ages,15 days,Website,0.02,12132,5.25,Houston,Spanish,435,1192,10,Outdoor Adventurers,17/09/21
626,TechCorp,Search,Men 25-34,Men,25-34,30 days,YouTube,0.14,5430,3.12,New York,French,214,3572,8,Tech Enthusiasts,18/09/21
627,Alpha Innovations,Search,All Ages,All,All Ages,30 days,Email,0.05,12047,6.47,Chicago,Mandarin,441,5779,3,Tech Enthusiasts,19/09/21
628,NexGen Systems,Social Media,Men 18-24,Men,18-24,60 days,Instagram,0.05,15691,7.06,Miami,French,238,3959,1,Tech Enthusiasts,20/09/21
629,NexGen Systems,Email,Women 25-34,Women,25-34,45 days,Facebook,0.1,15132,4.96,Miami,Mandarin,129,9551,7,Foodies,21/09/21
630,Innovate Industries,Email,Women 35-44,Women,35-44,15 days,YouTube,0.11,13380,6.12,Houston,German,173,4397,3,Outdoor Adventurers,22/09/21
631,DataTech Solutions,Influencer,All Ages,All,All Ages,15 days,YouTube,0.01,5770,2.43,Los Angeles,French,308,3307,5,Tech Enthusiasts,23/09/21
632,NexGen Systems,Influencer,Men 18-24,Men,18-24,45 days,Email,0.13,8500,2.67,New York,German,712,4849,1,Foodies,24/09/21
633,TechCorp,Email,Men 25-34,Men,25-34,15 days,Google Ads,0.13,18453,4.76,Miami,Mandarin,187,5032,10,Fashionistas,25/09/21
634,NexGen Systems,Social Media,Men 18-24,Men,18-24,30 days,Facebook,0.02,19030,5.63,Miami,German,825,6146,2,Fashionistas,26/09/21
635,Alpha Innovations,Search,Men 18-24,Men,18-24,60 days,Instagram,0.14,9833,2.46,Chicago,Mandarin,131,9105,10,Fashionistas,27/09/21
636,NexGen Systems,Email,All Ages,All,All Ages,45 days,Website,0.04,11581,4.25,Miami,French,903,9090,2,Health & Wellness,28/09/21
637,Alpha Innovations,Search,All Ages,All,All Ages,45 days,Google Ads,0.04,12573,4.41,Miami,French,483,9896,3,Outdoor Adventurers,29/09/21
638,Innovate Industries,Search,All Ages,All,All Ages,30 days,Google Ads,0.07,9517,4.18,Houston,Spanish,794,9710,8,Tech Enthusiasts,30/09/21
639,TechCorp,Search,Men 18-24,Men,18-24,45 days,Facebook,0.12,7672,3.55,Houston,French,344,6487,4,Fashionistas,10/01/21
640,Alpha Innovations,Email,Men 25-34,Men,25-34,45 days,Email,0.03,10127,7.04,Miami,German,938,9741,2,Tech Enthusiasts,10/02/21
641,Innovate Industries,Social Media,All Ages,All,All Ages,45 days,Email,0.14,16265,4.22,New York,English,588,5299,6,Fashionistas,10/03/21
642,NexGen Systems,Influencer,All Ages,All,All Ages,15 days,Email,0.08,12399,3.65,Chicago,French,423,7396,9,Tech Enthusiasts,10/04/21
643,Innovate Industries,Social Media,Men 18-24,Men,18-24,15 days,Google Ads,0.06,10179,5.29,Miami,Spanish,102,4930,8,Fashionistas,10/05/21
644,Alpha Innovations,Social Media,Men 25-34,Men,25-34,30 days,YouTube,0.02,18123,3.83,Houston,English,307,1468,10,Fashionistas,10/06/21
645,NexGen Systems,Influencer,Men 25-34,Men,25-34,60 days,Email,0.05,5481,4.71,Miami,German,496,9383,3,Fashionistas,10/07/21
646,Innovate Industries,Email,Women 25-34,Women,25-34,60 days,Facebook,0.13,18673,6.04,Houston,French,964,3756,5,Foodies,10/08/21
647,DataTech Solutions,Social Media,Women 25-34,Women,25-34,30 days,Google Ads,0.1,16853,4.2,Los Angeles,French,174,9853,10,Outdoor Adventurers,10/09/21
648,NexGen Systems,Influencer,Women 25-34,Women,25-34,60 days,Google Ads,0.14,18729,2.65,Houston,French,373,6003,2,Foodies,10/10/21
649,Innovate Industries,Email,Women 35-44,Women,35-44,15 days,Facebook,0.09,8832,6.62,Miami,German,268,9943,1,Outdoor Adventurers,10/11/21
650,Innovate Industries,Email,Women 25-34,Women,25-34,60 days,Google Ads,0.12,11318,4.56,Chicago,Spanish,177,6571,10,Outdoor Adventurers,10/12/21
651,DataTech Solutions,Display,All Ages,All,All Ages,30 days,Facebook,0.08,8396,7.53,New York,German,345,5864,7,Fashionistas,13/10/21
652,NexGen Systems,Display,All Ages,All,All Ages,30 days,Email,0.09,16132,4.4,Houston,German,205,2828,1,Fashionistas,14/10/21
653,Innovate Industries,Social Media,Men 18-24,Men,18-24,15 days,YouTube,0.11,8972,7.75,Houston,English,963,3148,6,Fashionistas,15/10/21
654,DataTech Solutions,Search,Women 35-44,Women,35-44,30 days,Facebook,0.01,6117,2.75,Los Angeles,French,754,5592,5,Outdoor Adventurers,16/10/21
655,DataTech Solutions,Email,All Ages,All,All Ages,60 days,YouTube,0.08,8036,4.14,Houston,French,304,8555,6,Tech Enthusiasts,17/10/21
656,Innovate Industries,Influencer,All Ages,All,All Ages,60 days,Instagram,0.08,6987,4.06,Chicago,Spanish,212,9956,6,Fashionistas,18/10/21
657,Innovate Industries,Influencer,All Ages,All,All Ages,30 days,Instagram,0.06,6760,7.88,Los Angeles,Spanish,322,1804,2,Fashionistas,19/10/21
658,Alpha Innovations,Influencer,Women 25-34,Women,25-34,15 days,Website,0.03,13907,6.77,Miami,German,563,8425,3,Health & Wellness,20/10/21
659,DataTech Solutions,Search,Women 35-44,Women,35-44,60 days,Facebook,0.12,19441,3.91,Houston,English,187,4482,8,Outdoor Adventurers,21/10/21
660,DataTech Solutions,Social Media,Men 25-34,Men,25-34,45 days,Website,0.13,10535,2.91,Los Angeles,German,334,9784,5,Foodies,22/10/21
661,Innovate Industries,Influencer,Men 18-24,Men,18-24,30 days,Facebook,0.11,7254,5.04,Chicago,German,302,9367,9,Fashionistas,23/10/21
662,DataTech Solutions,Email,Men 18-24,Men,18-24,15 days,Google Ads,0.05,17392,2.39,Houston,French,628,7721,4,Tech Enthusiasts,24/10/21
663,DataTech Solutions,Influencer,Men 25-34,Men,25-34,15 days,Email,0.14,11298,5.46,Los Angeles,English,521,8717,1,Outdoor Adventurers,25/10/21
664,TechCorp,Social Media,Men 18-24,Men,18-24,45 days,Google Ads,0.08,11082,5.4,Chicago,French,464,3353,3,Foodies,26/10/21
665,TechCorp,Display,Women 35-44,Women,35-44,60 days,Facebook,0.11,18746,4.84,New York,English,903,3552,10,Tech Enthusiasts,27/10/21
666,Innovate Industries,Social Media,All Ages,All,All Ages,30 days,YouTube,0.13,13923,7.28,Los Angeles,French,176,8629,3,Tech Enthusiasts,28/10/21
667,TechCorp,Influencer,Women 35-44,Women,35-44,30 days,Email,0.1,18157,5.3,Miami,French,190,6917,7,Tech Enthusiasts,29/10/21
668,Innovate Industries,Search,Men 18-24,Men,18-24,30 days,Website,0.15,6920,7.09,Miami,Mandarin,942,9530,2,Health & Wellness,30/10/21
669,Alpha Innovations,Influencer,Women 35-44,Women,35-44,15 days,Google Ads,0.07,17162,7.43,Chicago,Spanish,912,1209,3,Foodies,31/10/21
670,TechCorp,Email,All Ages,All,All Ages,30 days,YouTube,0.11,12918,3.84,Miami,French,694,3157,2,Fashionistas,11/01/21
671,TechCorp,Influencer,Men 18-24,Men,18-24,45 days,Facebook,0.03,9323,2.13,Los Angeles,French,118,6439,6,Outdoor Adventurers,11/02/21
672,NexGen Systems,Influencer,Women 25-34,Women,25-34,30 days,Email,0.14,9800,4.74,Los Angeles,French,448,1895,5,Tech Enthusiasts,11/03/21
673,TechCorp,Display,Women 25-34,Women,25-34,15 days,Facebook,0.15,16870,7.83,Chicago,Mandarin,728,1636,2,Tech Enthusiasts,11/04/21
674,NexGen Systems,Social Media,Women 25-34,Women,25-34,30 days,Instagram,0.13,6312,4.62,Chicago,Mandarin,208,8837,7,Foodies,11/05/21
675,Alpha Innovations,Influencer,All Ages,All,All Ages,60 days,Facebook,0.14,7239,3.16,New York,English,640,3565,1,Health & Wellness,11/06/21
676,NexGen Systems,Email,Women 35-44,Women,35-44,15 days,Email,0.03,19021,4.19,Miami,Mandarin,371,9059,9,Outdoor Adventurers,11/07/21
677,Innovate Industries,Influencer,Women 25-34,Women,25-34,15 days,Email,0.05,10549,5.73,New York,Spanish,106,7954,9,Tech Enthusiasts,11/08/21
678,Innovate Industries,Social Media,Men 18-24,Men,18-24,30 days,Email,0.02,6813,3.63,Chicago,Mandarin,612,2006,6,Outdoor Adventurers,11/09/21
679,TechCorp,Influencer,All Ages,All,All Ages,30 days,Email,0.14,12425,4.22,Los Angeles,Mandarin,782,6136,9,Health & Wellness,11/10/21
680,NexGen Systems,Email,Women 25-34,Women,25-34,30 days,Email,0.14,17496,2.06,Chicago,Spanish,532,7955,10,Outdoor Adventurers,11/11/21
681,NexGen Systems,Influencer,Women 25-34,Women,25-34,30 days,Website,0.11,8735,3.27,Miami,Mandarin,971,7554,5,Fashionistas,11/12/21
682,Innovate Industries,Social Media,Men 18-24,Men,18-24,60 days,Facebook,0.07,8857,5.67,Houston,Mandarin,311,8472,2,Tech Enthusiasts,13/11/21
683,TechCorp,Social Media,Men 18-24,Men,18-24,15 days,Google Ads,0.03,12375,7.25,Miami,Mandarin,444,7130,9,Tech Enthusiasts,14/11/21
684,NexGen Systems,Influencer,All Ages,All,All Ages,45 days,Facebook,0.04,15892,7.18,Los Angeles,Mandarin,729,3777,5,Tech Enthusiasts,15/11/21
685,NexGen Systems,Search,Women 25-34,Women,25-34,60 days,Google Ads,0.02,8066,6.61,Houston,Spanish,409,1883,3,Fashionistas,16/11/21
686,NexGen Systems,Display,Women 35-44,Women,35-44,60 days,YouTube,0.1,11101,4.88,New York,English,183,3224,6,Fashionistas,17/11/21
687,DataTech Solutions,Social Media,Men 18-24,Men,18-24,15 days,Google Ads,0.11,11263,2.92,New York,Mandarin,932,5532,6,Tech Enthusiasts,18/11/21
688,NexGen Systems,Social Media,Women 35-44,Women,35-44,15 days,Google Ads,0.13,17126,5.83,Houston,Mandarin,549,6614,8,Foodies,19/11/21
689,DataTech Solutions,Social Media,Men 18-24,Men,18-24,30 days,Google Ads,0.1,19313,7.21,Los Angeles,French,280,6300,3,Foodies,20/11/21
690,NexGen Systems,Search,Women 35-44,Women,35-44,30 days,Email,0.07,14499,5.59,Los Angeles,German,264,8994,6,Outdoor Adventurers,21/11/21
691,NexGen Systems,Search,Men 18-24,Men,18-24,60 days,Instagram,0.14,12109,4.46,Chicago,German,864,3535,6,Outdoor Adventurers,22/11/21
692,TechCorp,Influencer,Men 25-34,Men,25-34,45 days,Website,0.05,12915,4.5,Miami,Mandarin,892,9877,9,Foodies,23/11/21
693,NexGen Systems,Social Media,Men 18-24,Men,18-24,45 days,Facebook,0.03,10972,2.2,Miami,English,173,6960,2,Outdoor Adventurers,24/11/21
694,TechCorp,Display,Men 18-24,Men,18-24,60 days,Google Ads,0.04,17146,4.22,Chicago,English,763,7841,5,Fashionistas,25/11/21
695,Innovate Industries,Display,Women 25-34,Women,25-34,15 days,YouTube,0.11,16826,5.39,Los Angeles,English,984,1672,10,Foodies,26/11/21
696,Innovate Industries,Email,All Ages,All,All Ages,30 days,Instagram,0.02,19876,2.41,Chicago,Mandarin,866,3988,5,Health & Wellness,27/11/21
697,DataTech Solutions,Social Media,Women 25-34,Women,25-34,30 days,Google Ads,0.11,10029,7.96,New York,English,301,8024,5,Foodies,28/11/21
698,DataTech Solutions,Influencer,Men 25-34,Men,25-34,30 days,Instagram,0.14,11064,3.24,Los Angeles,French,661,2351,10,Tech Enthusiasts,29/11/21
699,Innovate Industries,Display,Men 18-24,Men,18-24,15 days,Google Ads,0.15,6504,6.7,Houston,English,123,9300,6,Tech Enthusiasts,30/11/21
700,Alpha Innovations,Influencer,Men 18-24,Men,18-24,60 days,YouTube,0.06,19844,5.01,Los Angeles,Mandarin,693,1242,4,Foodies,12/01/21
701,Alpha Innovations,Influencer,All Ages,All,All Ages,45 days,YouTube,0.04,12443,3.05,New York,English,186,1782,6,Foodies,12/02/21
702,NexGen Systems,Display,Women 35-44,Women,35-44,30 days,Instagram,0.12,5864,3.85,Chicago,Spanish,201,5840,8,Tech Enthusiasts,12/03/21
703,Alpha Innovations,Social Media,All Ages,All,All Ages,60 days,YouTube,0.01,14556,4.97,Los Angeles,Mandarin,993,2146,8,Health & Wellness,12/04/21
704,TechCorp,Social Media,Men 25-34,Men,25-34,15 days,Google Ads,0.12,15732,5.85,New York,German,591,4368,8,Outdoor Adventurers,12/05/21
705,TechCorp,Influencer,Men 25-34,Men,25-34,30 days,Google Ads,0.1,7257,4.42,Houston,Spanish,211,8406,10,Health & Wellness,12/06/21
706,TechCorp,Display,All Ages,All,All Ages,60 days,Email,0.01,8413,4.52,New York,Mandarin,618,8242,7,Health & Wellness,12/07/21
707,Alpha Innovations,Email,Men 25-34,Men,25-34,15 days,Instagram,0.13,15437,5.3,New York,German,507,7161,10,Foodies,12/08/21
708,Innovate Industries,Social Media,Women 35-44,Women,35-44,15 days,YouTube,0.06,18666,4.57,New York,English,945,7815,6,Health & Wellness,12/09/21
709,Innovate Industries,Display,Men 25-34,Men,25-34,15 days,Website,0.12,7595,6.41,Miami,Spanish,369,2900,8,Tech Enthusiasts,12/10/21
710,TechCorp,Email,Men 25-34,Men,25-34,30 days,YouTube,0.11,6113,7.76,Chicago,English,652,6740,4,Foodies,12/11/21
711,DataTech Solutions,Email,Women 35-44,Women,35-44,15 days,YouTube,0.12,11708,2.19,Los Angeles,French,574,8846,7,Foodies,12/12/21
712,DataTech Solutions,Display,Men 18-24,Men,18-24,60 days,Instagram,0.14,14993,7.12,Los Angeles,Spanish,858,3587,7,Foodies,13/12/21
713,NexGen Systems,Influencer,Men 18-24,Men,18-24,60 days,Email,0.09,8801,7.14,Los Angeles,Mandarin,131,1992,7,Health & Wellness,14/12/21
714,DataTech Solutions,Influencer,Men 18-24,Men,18-24,15 days,Email,0.15,17067,3.37,New York,English,629,2321,5,Tech Enthusiasts,15/12/21
715,Alpha Innovations,Display,Men 18-24,Men,18-24,15 days,Facebook,0.13,7268,5.73,New York,English,856,7009,1,Outdoor Adventurers,16/12/21
716,Innovate Industries,Display,Men 18-24,Men,18-24,15 days,Email,0.04,6091,3.53,Los Angeles,French,940,1128,4,Outdoor Adventurers,17/12/21
717,TechCorp,Search,All Ages,All,All Ages,45 days,YouTube,0.06,5960,7.78,Houston,German,400,9553,7,Tech Enthusiasts,18/12/21
718,DataTech Solutions,Influencer,Women 25-34,Women,25-34,30 days,Instagram,0.13,7382,2.28,Houston,German,678,6349,7,Tech Enthusiasts,19/12/21
719,NexGen Systems,Social Media,Men 25-34,Men,25-34,30 days,Instagram,0.14,7184,2.42,Chicago,French,525,7470,8,Fashionistas,20/12/21
720,NexGen Systems,Influencer,Women 35-44,Women,35-44,30 days,YouTube,0.14,15462,4.38,Houston,German,722,9428,1,Outdoor Adventurers,21/12/21
721,DataTech Solutions,Search,Men 25-34,Men,25-34,45 days,Google Ads,0.03,19773,4.28,Miami,English,243,6215,3,Fashionistas,22/12/21
722,Innovate Industries,Display,Men 25-34,Men,25-34,15 days,Website,0.13,11738,5.92,Los Angeles,German,628,7525,9,Tech Enthusiasts,23/12/21
723,DataTech Solutions,Influencer,Women 35-44,Women,35-44,30 days,Email,0.1,13594,6.62,Los Angeles,French,300,7244,6,Outdoor Adventurers,24/12/21
724,TechCorp,Social Media,Men 18-24,Men,18-24,45 days,Facebook,0.04,11047,5.65,Houston,French,427,6252,7,Foodies,25/12/21
725,TechCorp,Social Media,All Ages,All,All Ages,60 days,Facebook,0.03,7319,6.04,Houston,French,269,3575,2,Health & Wellness,26/12/21
726,Alpha Innovations,Display,Women 25-34,Women,25-34,45 days,Website,0.05,19697,3.25,Los Angeles,French,398,5910,7,Health & Wellness,27/12/21
